sy_snum,sy_pnum,discoverymethod,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbsmax,pl_orbsmaxerr1,pl_orbsmaxerr2,pl_rade,pl_radeerr1,pl_radeerr2,pl_masse,pl_masseerr1,pl_masseerr2,pl_dens,pl_denserr1,pl_denserr2,pl_orbeccen,pl_orbeccenerr1,pl_orbeccenerr2,pl_insol,pl_insolerr1,pl_insolerr2,pl_eqt,pl_eqterr1,pl_eqterr2,pl_eqtlim,st_spectype,st_teff,st_tefferr1,st_tefferr2,st_rad,st_raderr1,st_raderr2,st_mass,st_masserr1,st_masserr2,st_met,st_meterr1,st_meterr2,st_metlim,st_logg,st_loggerr1,st_loggerr2,st_age,st_ageerr1,st_ageerr2,st_agelim,st_dens,st_denserr1,st_denserr2,sy_dist,sy_disterr1,sy_disterr2
1,2,Transit,10.514181,3.9E-05,-3.9E-05,0.0997,0.0018,-0.0018,1.176,0.057,-0.044,,,,,,,0.32,0.35,-0.19,193,21,-48,1066,16,-14,0,,6145,99,-80,1.29,0.03,-0.03,1.2,0.07,-0.06,0.119,0.08,-0.075,0,4.29,0.02,-0.02,2.9,1.6,-1.3,0,0.787,0.041,-0.04,397.292,4.122,-4.039
1,2,Transit,18.207973,2.3E-05,-2.3E-05,0.124,,,2.79,0.17,-0.17,,,,,,,,,,,,,,,,,,5088,100,-100,0.72,0.04,-0.04,,,,,,,,4.61,0.15,-0.15,,,,,,,,441.09,3.137,-3.137
1,2,Transit,88.255055,0.000309,-0.000309,0.356,,,2.39,0.16,-0.16,,,,,,,,,,,,,,,,,,5088,100,-100,0.72,0.04,-0.04,,,,,,,,4.61,0.15,-0.15,,,,,,,,441.09,3.137,-3.137
1,2,Transit,18.870227,3.9E-05,-3.9E-05,0.129,,,2.92,1.76,-1.76,,,,,,,,,,,,,,,,,,5404,200,-200,0.89,0.54,-0.54,,,,,,,,4.45,0.3,-0.3,,,,,,,,459.368,3.439,-3.389
1,2,Transit,46.90232,0.000215,-0.000215,0.237,,,2.53,1.52,-1.52,,,,,,,,,,,,,,,,,,5404,200,-200,0.89,0.54,-0.54,,,,,,,,4.45,0.3,-0.3,,,,,,,,459.368,3.439,-3.389
1,2,Transit,5.931194,8E-06,-8E-06,0.056,,,2.09,0.21,-0.21,,,,,,,,,,,,,,,,,,4508,100,-100,0.62,0.03,-0.03,,,,,,,,4.68,0.15,-0.15,,,,,,,,293.499,2.279,-2.279
1,2,Transit,52.661793,0.000236,-0.000236,0.242,,,2.24,0.15,-0.15,,,,,,,,,,,,,,,,,,4508,100,-100,0.62,0.03,-0.03,,,,,,,,4.68,0.15,-0.15,,,,,,,,293.499,2.279,-2.279
1,2,Transit,4.973456,8E-06,-8E-06,0.054,,,2.3,0.17,-0.17,,,,,,,,,,,,,,,,,,5094,100,-100,0.81,0.05,-0.05,,,,,,,,4.55,0.15,-0.15,,,,,,,,443.483,3.494,-3.494
1,2,Transit,15.906801,4.5E-05,-4.5E-05,0.117,,,2.55,0.19,-0.19,,,,,,,,,,,,,,,,,,5094,100,-100,0.81,0.05,-0.05,,,,,,,,4.55,0.15,-0.15,,,,,,,,443.483,3.494,-3.494
1,2,Transit,16.709184,6.4E-05,-6.4E-05,0.111,,,2.12,0.36,-0.36,,,,,,,,,,,,,,,,,,4623,200,-200,0.62,0.08,-0.08,,,,,,,,4.66,0.3,-0.3,,,,,,,,315.177,2.111,-2.083
1,2,Transit,28.551383,0.00014,-0.00014,0.158,,,1.9,0.3,-0.3,,,,,,,,,,,,,,,,,,4623,200,-200,0.62,0.08,-0.08,,,,,,,,4.66,0.3,-0.3,,,,,,,,315.177,2.111,-2.083
1,2,Transit,10.139623,2.2E-05,-2.2E-05,0.082,,,2.38,0.18,-0.18,,,,,,,,,,,,,,,,,,4625,100,-100,0.66,0.03,-0.03,,,,,,,,4.65,0.15,-0.15,,,,,,,,373.744,3.15,-3.099
1,2,Transit,43.595792,0.000125,-0.000125,0.218,,,3.41,0.28,-0.28,,,,,,,,,,,,,,,,,,4625,100,-100,0.66,0.03,-0.03,,,,,,,,4.65,0.15,-0.15,,,,,,,,373.744,3.15,-3.099
1,2,Transit,4.921355,6E-06,-6E-06,0.054,,,2.12,0.14,-0.14,,,,,,,,,,,,,,,,,,5078,100,-100,0.81,0.05,-0.05,,,,,,,,4.55,0.15,-0.15,,,,,,,,434.632,3.1,-3.056
1,2,Transit,7.06424,1.1E-05,-1.1E-05,0.068,,,2.05,0.15,-0.15,,,,,,,,,,,,,,,,,,5078,100,-100,0.81,0.05,-0.05,,,,,,,,4.55,0.15,-0.15,,,,,,,,434.632,3.1,-3.056
1,2,Transit,6.919798,5.2E-05,-5.2E-05,0.069,,,1.26,0.67,-0.67,,,,,,,,,,,,,,,,,,5816,200,-200,0.96,0.51,-0.51,,,,,,,,4.44,0.3,-0.3,,,,,,,,855.641,15.029,-14.528
1,2,Transit,19.446355,4.5E-05,-4.5E-05,0.137,,,3.03,1.63,-1.63,,,,,,,,,,,,,,,,,,5816,200,-200,0.96,0.51,-0.51,,,,,,,,4.44,0.3,-0.3,,,,,,,,855.641,15.029,-14.528
1,2,Transit,7.810937,0.000107,-0.000107,0.078,,,1.05,0.44,-0.44,,,,,,,,,,,,,,,,,,5776,200,-200,0.92,0.38,-0.38,,,,,,,,4.52,0.3,-0.3,,,,,,,,689.814,9.8645,-9.8645
1,2,Transit,21.347262,8.1E-05,-8.1E-05,0.152,,,2.26,0.94,-0.94,,,,,,,,,,,,,,,,,,5776,200,-200,0.92,0.38,-0.38,,,,,,,,4.52,0.3,-0.3,,,,,,,,689.814,9.8645,-9.8645
1,2,Transit,8.180848,2.6E-05,-2.6E-05,0.072,,,2.32,1.41,-1.41,,,,,,,,,,,,,,,,,,5211,200,-200,0.77,0.47,-0.47,,,,,,,,4.54,0.3,-0.3,,,,,,,,560.885,6.331,-6.193
1,2,Transit,15.31299,5.7E-05,-5.7E-05,0.11,,,2.23,1.35,-1.35,,,,,,,,,,,,,,,,,,5211,200,-200,0.77,0.47,-0.47,,,,,,,,4.54,0.3,-0.3,,,,,,,,560.885,6.331,-6.193
1,2,Transit,31.562,0.011,-0.011,0.1974,0.0026,-0.0026,,,,47.8,6.2,-3.3,,,,0.838,0.045,-0.029,,,,,,,,,,,,1.1,0.13,-0.13,1.03,0.04,-0.04,,,,,,,,6.31,2.1,-2.9,0,,,,185.875,0.835,-0.827
1,2,Radial Velocity,1919,27,-24,3.053,0.049,-0.049,,,,126.4,28.9,-28.9,,,,0.527,0.05,-0.054,,,,,,,,,,,,1.1,0.13,-0.13,1.03,0.04,-0.04,,,,,,,,6.31,2.1,-2.9,0,,,,185.875,0.835,-0.827
1,2,Transit,4.425391,3.3E-05,-3.3E-05,0.056,,,1.46,0.66,-0.66,,,,,,,,,,,,,,,,,,6282,200,-200,1.11,0.5,-0.5,,,,,,,,4.42,0.3,-0.3,,,,,,,,1343.6,46.48,-43.52
1,2,Transit,13.193242,4.9E-05,-4.9E-05,0.116,,,2.69,1.21,-1.21,,,,,,,,,,,,,,,,,,6282,200,-200,1.11,0.5,-0.5,,,,,,,,4.42,0.3,-0.3,,,,,,,,1343.6,46.48,-43.52
1,2,Transit,7.930592,1.4E-05,-1.4E-05,0.08,,,3.2,0.22,-0.22,,,,,,,,,,,,,,,,,,5679,57,-57,1.03,0.06,-0.06,,,,,,,,4.45,0.1,-0.1,,,,,,,,738.657,11.054,-10.738
1,2,Transit,16.665863,5.3E-05,-5.3E-05,0.131,,,2.86,0.17,-0.17,,,,,,,,,,,,,,,,,,5679,57,-57,1.03,0.06,-0.06,,,,,,,,4.45,0.1,-0.1,,,,,,,,738.657,11.054,-10.738
1,2,Transit,4.263742,2.1E-05,-2.1E-05,0.048,,,1.29,0.64,-0.64,,,,,,,,,,,,,,,,,,6031,200,-200,0.95,0.47,-0.47,,,,,,,,4.4,0.3,-0.3,,,,,,,,833.165,14.828,-14.828
1,2,Transit,8.005777,1.5E-05,-1.5E-05,0.074,,,2.43,1.21,-1.21,,,,,,,,,,,,,,,,,,6031,200,-200,0.95,0.47,-0.47,,,,,,,,4.4,0.3,-0.3,,,,,,,,833.165,14.828,-14.828
1,2,Transit,11.903515,4.6E-05,-4.6E-05,0.105,,,2.56,1.28,-1.28,,,,,,,,,,,,,,,,,,6064,200,-200,1.01,0.5,-0.5,,,,,,,,4.47,0.3,-0.3,,,,,,,,1312.34,45.29,-42.42
1,2,Transit,34.035257,0.000279,-0.000279,0.213,,,3.1,1.56,-1.56,,,,,,,,,,,,,,,,,,6064,200,-200,1.01,0.5,-0.5,,,,,,,,4.47,0.3,-0.3,,,,,,,,1312.34,45.29,-42.42
1,2,Transit,2.735926,8E-06,-8E-06,0.036,,,1.64,0.68,-0.68,,,,,,,,,,,,,,,,,,5302,200,-200,0.76,0.31,-0.31,,,,,,,,4.61,0.3,-0.3,,,,,,,,605.68,6.565,-6.565
1,2,Transit,6.40013,1.7E-05,-1.7E-05,0.064,,,2,0.81,-0.81,,,,,,,,,,,,,,,,,,5302,200,-200,0.76,0.31,-0.31,,,,,,,,4.61,0.3,-0.3,,,,,,,,605.68,6.565,-6.565
1,2,Transit,13.817124,0.000155,-0.000155,0.109,,,1.5,0.67,-0.67,,,,,,,,,,,,,,,,,,5731,200,-200,1.06,0.47,-0.47,,,,,,,,4.34,0.3,-0.3,,,,,,,,695.65,8.646,-8.44
1,2,Transit,41.885775,0.000228,-0.000228,0.229,,,3.01,1.34,-1.34,,,,,,,,,,,,,,,,,,5731,200,-200,1.06,0.47,-0.47,,,,,,,,4.34,0.3,-0.3,,,,,,,,695.65,8.646,-8.44
1,2,Transit,3.137873,1.3E-05,-1.3E-05,0.04,,,1.27,0.62,-0.62,,,,,,,,,,,,,,,,,,5333,200,-200,0.75,0.37,-0.37,,,,,,,,4.62,0.3,-0.3,,,,,,,,609.283,7.946,-7.946
1,2,Transit,4.302149,8E-06,-8E-06,0.049,,,1.99,0.98,-0.98,,,,,,,,,,,,,,,,,,5333,200,-200,0.75,0.37,-0.37,,,,,,,,4.62,0.3,-0.3,,,,,,,,609.283,7.946,-7.946
1,2,Transit,9.825792,6.2E-05,-6.2E-05,0.096,,,2.58,1.18,-1.18,,,,,,,,,,,,,,,,,,6250,200,-200,1.15,0.51,-0.51,,,,,,,,4.4,0.3,-0.3,,,,,,,,1549.09,50.53,-50.53
1,2,Transit,20.684342,9.7E-05,-9.7E-05,0.157,,,3.43,1.53,-1.53,,,,,,,,,,,,,,,,,,6250,200,-200,1.15,0.51,-0.51,,,,,,,,4.4,0.3,-0.3,,,,,,,,1549.09,50.53,-50.53
1,2,Transit,5.687945,2E-05,-2E-05,0.064,,,2.06,0.89,-0.89,,,,,,,,,,,,,,,,,,5888,200,-200,0.96,0.41,-0.41,,,,,,,,4.5,0.3,-0.3,,,,,,,,1050.64,27.69,-27.69
1,2,Transit,11.637071,5.5E-05,-5.5E-05,0.103,,,2.27,0.98,-0.98,,,,,,,,,,,,,,,,,,5888,200,-200,0.96,0.41,-0.41,,,,,,,,4.5,0.3,-0.3,,,,,,,,1050.64,27.69,-27.69
1,2,Transit,1.6329,5E-06,-5E-06,0.026,,,1.17,0.67,-0.67,,,,,,,,,,,,,,,,,,5208,200,-200,0.81,0.46,-0.46,,,,,,,,4.54,0.3,-0.3,,,,,,,,466.735,4.744,-4.652
1,2,Transit,20.729042,9.7E-05,-9.7E-05,0.139,,,2.02,1.17,-1.17,,,,,,,,,,,,,,,,,,5208,200,-200,0.81,0.46,-0.46,,,,,,,,4.54,0.3,-0.3,,,,,,,,466.735,4.744,-4.652
1,2,Transit,4.938864,5.8E-05,-5.8E-05,0.059,,,1.41,0.28,-0.28,,,,,,,,,,,,,,,,,,6105,129,-129,1.29,0.25,-0.25,,,,,,,,4.27,0.15,-0.15,,,,,,,,1143,33.31,-31.51
1,2,Transit,10.640263,4.8E-05,-4.8E-05,0.099,,,2.67,0.52,-0.52,,,,,,,,,,,,,,,,,,6105,129,-129,1.29,0.25,-0.25,,,,,,,,4.27,0.15,-0.15,,,,,,,,1143,33.31,-31.51
1,2,Transit,2.061897,1E-05,-1E-05,0.032,,,1.68,0.76,-0.76,,,,,,,,,,,,,,,,,,6021,200,-200,1.14,0.51,-0.51,,,,,,,,4.35,0.3,-0.3,,,,,,,,968.544,22.38,-21.409
1,2,Transit,5.996553,1.5E-05,-1.5E-05,0.066,,,3.19,1.45,-1.45,,,,,,,,,,,,,,,,,,6021,200,-200,1.14,0.51,-0.51,,,,,,,,4.35,0.3,-0.3,,,,,,,,968.544,22.38,-21.409
1,2,Transit,10.399931,8.5E-05,-8.5E-05,0.088,,,1.21,0.61,-0.61,,,,,,,,,,,,,,,,,,5235,200,-200,0.75,0.38,-0.38,,,,,,,,4.62,0.3,-0.3,,,,,,,,591.534,7.134,-6.969
1,2,Transit,20.134866,5.7E-05,-5.7E-05,0.137,,,2.38,1.19,-1.19,,,,,,,,,,,,,,,,,,5235,200,-200,0.75,0.38,-0.38,,,,,,,,4.62,0.3,-0.3,,,,,,,,591.534,7.134,-6.969
1,2,Transit,2.019999,3E-06,-3E-06,0.03,,,1.56,0.11,-0.11,,,,,,,,,,,,,,,,,,5106,100,-100,0.8,0.05,-0.05,,,,,,,,4.56,0.15,-0.15,,,,,,,,433.387,2.767,-2.733
1,2,Transit,3.763024,9E-06,-9E-06,0.045,,,1.46,0.1,-0.1,,,,,,,,,,,,,,,,,,5106,100,-100,0.8,0.05,-0.05,,,,,,,,4.56,0.15,-0.15,,,,,,,,433.387,2.767,-2.733
1,2,Transit,11.38848,5.4E-05,-5.4E-05,0.106,,,2.39,1.08,-1.08,,,,,,,,,,,,,,,,,,6335,200,-200,1.15,0.52,-0.52,,,,,,,,4.4,0.3,-0.3,,,,,,,,1009.1,22.9,-21.929
1,2,Transit,50.697494,0.000446,-0.000446,0.286,,,2.75,1.24,-1.24,,,,,,,,,,,,,,,,,,6335,200,-200,1.15,0.52,-0.52,,,,,,,,4.4,0.3,-0.3,,,,,,,,1009.1,22.9,-21.929
1,2,Transit,8.307872,2E-05,-2E-05,0.077,,,2.03,0.74,-0.74,,,,,,,,,,,,,,,,,,5329,200,-200,0.78,0.28,-0.28,,,,,,,,4.6,0.3,-0.3,,,,,,,,652.051,8.9,-8.668
1,2,Transit,34.096863,0.000371,-0.000371,0.197,,,1.55,0.57,-0.57,,,,,,,,,,,,,,,,,,5329,200,-200,0.78,0.28,-0.28,,,,,,,,4.6,0.3,-0.3,,,,,,,,652.051,8.9,-8.668
1,2,Transit,23.637604,5E-05,-5E-05,0.158,,,3.11,0.56,-0.56,,,,,,,,,,,,,,,,,,5644,117,-117,0.97,0.17,-0.17,,,,,,,,4.44,0.15,-0.15,,,,,,,,521.054,4.228,-4.228
1,2,Transit,67.093408,0.00019,-0.00019,0.316,,,3.25,0.58,-0.58,,,,,,,,,,,,,,,,,,5644,117,-117,0.97,0.17,-0.17,,,,,,,,4.44,0.15,-0.15,,,,,,,,521.054,4.228,-4.228
1,2,Transit,8.594805,3.6E-05,-3.6E-05,0.08,,,2.13,0.41,-0.41,,,,,,,,,,,,,,,,,,5678,100,-100,0.94,0.16,-0.16,,,,,,,,4.45,0.15,-0.15,,,,,,,,665.912,7.1445,-7.1445
1,2,Transit,10.222157,5.3E-05,-5.3E-05,0.09,,,1.59,0.29,-0.29,,,,,,,,,,,,,,,,,,5678,100,-100,0.94,0.16,-0.16,,,,,,,,4.45,0.15,-0.15,,,,,,,,665.912,7.1445,-7.1445
1,2,Transit,25.672083,7.5E-05,-7.5E-05,0.175,,,2.46,0.48,-0.48,,,,,,,,,,,,,,,,,,6065,117,-117,1.23,0.24,-0.24,,,,,,,,4.29,0.15,-0.15,,,,,,,,636.445,9.773,-9.488
1,2,Transit,151.884058,0.002014,-0.002014,0.573,,,2.85,0.6,-0.6,,,,,,,,,,,,,,,,,,6065,117,-117,1.23,0.24,-0.24,,,,,,,,4.29,0.15,-0.15,,,,,,,,636.445,9.773,-9.488
1,2,Transit,4.069427,7E-06,-7E-06,0.045,,,1.63,0.1,-0.1,,,,,,,,,,,,,,,,,,4668,100,-100,0.67,0.03,-0.03,,,,,,,,4.65,0.15,-0.15,,,,,,,,285.111,1.1135,-1.1135
1,2,Transit,16.282493,3.8E-05,-3.8E-05,0.113,,,1.85,0.1,-0.1,,,,,,,,,,,,,,,,,,4668,100,-100,0.67,0.03,-0.03,,,,,,,,4.65,0.15,-0.15,,,,,,,,285.111,1.1135,-1.1135
1,2,Transit,14.400974,5.6E-05,-5.6E-05,0.117,,,2.53,0.54,-0.54,,,,,,,,,,,,,,,,,,5812,100,-100,1.24,0.26,-0.26,,,,,,,,4.27,0.16,-0.16,,,,,,,,686.723,7.142,-7
1,2,Transit,25.660593,0.000288,-0.000288,0.173,,,1.79,0.39,-0.39,,,,,,,,,,,,,,,,,,5812,100,-100,1.24,0.26,-0.26,,,,,,,,4.27,0.16,-0.16,,,,,,,,686.723,7.142,-7
1,2,Transit,2.75564,2E-06,-2E-06,0.032,,,1.51,0.14,-0.14,,,,,,,,,,,,,,,,,,4321,100,-100,0.55,0.02,-0.02,,,,,,,,4.74,0.15,-0.15,,,,,,,,159.72,0.348,-0.347
1,2,Transit,20.306546,3.8E-05,-3.8E-05,0.122,,,1.64,0.12,-0.12,,,,,,,,,,,,,,,,,,4321,100,-100,0.55,0.02,-0.02,,,,,,,,4.74,0.15,-0.15,,,,,,,,159.72,0.348,-0.347
1,2,Transit,16.087845,4.1E-05,-4.1E-05,0.122,,,2.26,0.34,-0.34,,,,,,,,,,,,,,,,,,5513,100,-100,0.94,0.14,-0.14,,,,,,,,4.47,0.15,-0.15,,,,,,,,576.946,5.5555,-5.5555
1,2,Transit,41.749882,0.000106,-0.000106,0.231,,,3.1,0.51,-0.51,,,,,,,,,,,,,,,,,,5513,100,-100,0.94,0.14,-0.14,,,,,,,,4.47,0.15,-0.15,,,,,,,,576.946,5.5555,-5.5555
1,2,Transit,2.453234,1E-06,-1E-06,0.032,,,2.94,0.21,-0.21,,,,,,,,,,,,,,,,,,4559,100,-100,0.65,0.03,-0.03,,,,,,,,4.66,0.15,-0.15,,,,,,,,232.75,0.827,-0.827
1,2,Transit,7.972513,3E-06,-3E-06,0.07,,,3.62,0.19,-0.19,,,,,,,,,,,,,,,,,,4559,100,-100,0.65,0.03,-0.03,,,,,,,,4.66,0.15,-0.15,,,,,,,,232.75,0.827,-0.827
1,2,Transit,4.138575,1E-05,-1E-05,0.048,,,1.26,0.09,-0.09,,,,,,,,,,,,,,,,,,5123,100,-100,0.82,0.05,-0.05,,,,,,,,4.55,0.15,-0.15,,,,,,,,309.353,1.747,-1.728
1,2,Transit,6.04045,1.6E-05,-1.6E-05,0.062,,,1.29,0.09,-0.09,,,,,,,,,,,,,,,,,,5123,100,-100,0.82,0.05,-0.05,,,,,,,,4.55,0.15,-0.15,,,,,,,,309.353,1.747,-1.728
1,2,Transit,16.257582,0.000378,-0.000378,0.133,,,1.09,0.21,-0.21,,,,,,,,,,,,,,,,,,5852,100,-100,1.46,0.27,-0.27,,,,,,,,4.18,0.15,-0.15,,,,,,,,687.194,8.533,-8.329001
1,2,Transit,31.805174,0.000142,-0.000142,0.207,,,2.74,0.51,-0.51,,,,,,,,,,,,,,,,,,5852,100,-100,1.46,0.27,-0.27,,,,,,,,4.18,0.15,-0.15,,,,,,,,687.194,8.533,-8.329001
1,2,Transit,2.46236,6E-06,-6E-06,0.036,,,1.62,0.31,-0.31,,,,,,,,,,,,,,,,,,5696,100,-100,1.2,0.22,-0.22,,,,,,,,4.31,0.15,-0.15,,,,,,,,634.939,7.2715,-7.2715
1,2,Transit,4.822962,8E-06,-8E-06,0.057,,,2.34,0.45,-0.45,,,,,,,,,,,,,,,,,,5696,100,-100,1.2,0.22,-0.22,,,,,,,,4.31,0.15,-0.15,,,,,,,,634.939,7.2715,-7.2715
1,2,Transit,15.660544,8E-05,-8E-05,0.13,,,2.61,0.49,-0.49,,,,,,,,,,,,,,,,,,6169,100,-100,1.35,0.25,-0.25,,,,,,,,4.25,0.15,-0.15,,,,,,,,1208.44,22.865,-22.865
1,2,Transit,28.7798,0.000397,-0.000397,0.194,,,2.13,0.4,-0.4,,,,,,,,,,,,,,,,,,6169,100,-100,1.35,0.25,-0.25,,,,,,,,4.25,0.15,-0.15,,,,,,,,1208.44,22.865,-22.865
1,2,Transit,7.693641,3.1E-05,-3.1E-05,0.079,,,2.35,0.46,-0.46,,,,,,,,,,,,,,,,,,6091,120,-120,1.26,0.24,-0.24,,,,,,,,4.28,0.15,-0.15,,,,,,,,1187.47,21.42,-21.42
1,2,Transit,17.406669,5.7E-05,-5.7E-05,0.136,,,3.04,0.59,-0.59,,,,,,,,,,,,,,,,,,6091,120,-120,1.26,0.24,-0.24,,,,,,,,4.28,0.15,-0.15,,,,,,,,1187.47,21.42,-21.42
1,2,Transit,6.738975,4.1E-05,-4.1E-05,0.056,,,1.2,0.07,-0.07,,,,,,,,,,,,,,,,,,3682,150,-150,0.48,0.02,-0.02,,,,,,,,4.78,0.2,-0.2,,,,,,,,561.101,12.701,-12.16
1,2,Transit,18.794234,7.6E-05,-7.6E-05,0.111,,,1.84,0.1,-0.1,,,,,,,,,,,,,,,,,,3682,150,-150,0.48,0.02,-0.02,,,,,,,,4.78,0.2,-0.2,,,,,,,,561.101,12.701,-12.16
1,2,Transit,9.488015,3.9E-05,-3.9E-05,0.09,,,3.11,1.57,-1.57,,,,,,,,,,,,,,,,,,5854,200,-200,1.09,0.55,-0.55,,,,,,,,4.4,0.3,-0.3,,,,,,,,1083.06,29.67,-29.67
1,2,Transit,54.418694,0.00046,-0.00046,0.29,,,3.04,1.53,-1.53,,,,,,,,,,,,,,,,,,5854,200,-200,1.09,0.55,-0.55,,,,,,,,4.4,0.3,-0.3,,,,,,,,1083.06,29.67,-29.67
1,2,Transit,32.625555,0.000126,-0.000126,0.191,,,4.26,2.17,-2.17,,,,,,,,,,,,,,,,,,5588,200,-200,0.82,0.41,-0.41,,,,,,,,4.55,0.3,-0.3,,,,,,,,740.754,13.866,-13.374
1,2,Transit,91.773242,0.001618,-0.001618,0.38,,,2.04,1.04,-1.04,,,,,,,,,,,,,,,,,,5588,200,-200,0.82,0.41,-0.41,,,,,,,,4.55,0.3,-0.3,,,,,,,,740.754,13.866,-13.374
1,2,Transit,10.065275,2.7E-05,-2.7E-05,0.074,,,1.73,0.12,-0.12,,,,,,,,,,,,,,,,,,3767,150,-150,0.49,0.02,-0.02,,,,,,,,4.78,0.2,-0.2,,,,,,,,316.618,3.348,-3.281
1,2,Transit,19.271566,9.9E-05,-9.9E-05,0.114,,,1.93,0.19,-0.19,,,,,,,,,,,,,,,,,,3767,150,-150,0.49,0.02,-0.02,,,,,,,,4.78,0.2,-0.2,,,,,,,,316.618,3.348,-3.281
1,2,Transit,4.431222,1.1E-05,-1.1E-05,0.054,,,3.08,1.47,-1.47,,,,,,,,,,,,,,,,,,5847,200,-200,0.97,0.46,-0.46,,,,,,,,4.5,0.3,-0.3,,,,,,,,1349.13,48.38,-45.19
1,2,Transit,11.379349,4.4E-05,-4.4E-05,0.101,,,3.83,1.86,-1.86,,,,,,,,,,,,,,,,,,5847,200,-200,0.97,0.46,-0.46,,,,,,,,4.5,0.3,-0.3,,,,,,,,1349.13,48.38,-45.19
1,2,Transit,8.472382,2.6E-05,-2.6E-05,0.077,,,2.43,0.66,-0.66,,,,,,,,,,,,,,,,,,5360,200,-200,0.76,0.21,-0.21,,,,,,,,4.61,0.3,-0.3,,,,,,,,856.417,19.328,-18.506
1,2,Transit,60.418955,0.00063,-0.00063,0.287,,,2.71,0.78,-0.78,,,,,,,,,,,,,,,,,,5360,200,-200,0.76,0.21,-0.21,,,,,,,,4.61,0.3,-0.3,,,,,,,,856.417,19.328,-18.506
1,2,Transit,2.711506,6E-06,-6E-06,0.04,,,3.7,1.66,-1.66,,,,,,,,,,,,,,,,,,6224,200,-200,1.11,0.49,-0.49,,,,,,,,4.42,0.3,-0.3,,,,,,,,1733.1,94.63,-85.47
1,2,Transit,7.21205,2.2E-05,-2.2E-05,0.077,,,3.51,1.56,-1.56,,,,,,,,,,,,,,,,,,6224,200,-200,1.11,0.49,-0.49,,,,,,,,4.42,0.3,-0.3,,,,,,,,1733.1,94.63,-85.47
1,2,Transit,8.295611,3.2E-05,-3.2E-05,0.065,,,1.57,0.12,-0.12,,,,,,,,,,,,,,,,,,3750,150,-150,0.51,0.02,-0.02,,,,,,,,4.75,0.2,-0.2,,,,,,,,288.763,2.265,-2.265
1,2,Transit,23.968127,0.000174,-0.000174,0.132,,,2,0.17,-0.17,,,,,,,,,,,,,,,,,,3750,150,-150,0.51,0.02,-0.02,,,,,,,,4.75,0.2,-0.2,,,,,,,,288.763,2.265,-2.265
1,2,Transit,4.715106,3E-05,-3E-05,0.05,,,1.41,0.75,-0.75,,,,,,,,,,,,,,,,,,4861,200,-200,0.72,0.38,-0.38,,,,,,,,4.58,0.3,-0.3,,,,,,,,657.822,10.429,-10.113
1,2,Transit,8.103636,3.2E-05,-3.2E-05,0.071,,,2.08,1.1,-1.1,,,,,,,,,,,,,,,,,,4861,200,-200,0.72,0.38,-0.38,,,,,,,,4.58,0.3,-0.3,,,,,,,,657.822,10.429,-10.113
1,2,Transit,11.763051,3.4E-05,-3.4E-05,0.095,,,2.33,0.15,-0.15,,,,,,,,,,,,,,,,,,4914,100,-100,0.76,0.04,-0.04,,,,,,,,4.58,0.15,-0.15,,,,,,,,648.109,13.332,-13.332
1,2,Transit,56.228098,0.00058,-0.00058,0.268,,,2.51,0.42,-0.42,,,,,,,,,,,,,,,,,,4914,100,-100,0.76,0.04,-0.04,,,,,,,,4.58,0.15,-0.15,,,,,,,,648.109,13.332,-13.332
1,2,Transit,4.144495,2.6E-05,-2.6E-05,0.048,,,1.37,0.56,-0.56,,,,,,,,,,,,,,,,,,4985,200,-200,0.74,0.3,-0.3,,,,,,,,4.63,0.3,-0.3,,,,,,,,746.927,20.15,-19.136
1,2,Transit,7.953528,2.5E-05,-2.5E-05,0.074,,,2.2,0.89,-0.89,,,,,,,,,,,,,,,,,,4985,200,-200,0.74,0.3,-0.3,,,,,,,,4.63,0.3,-0.3,,,,,,,,746.927,20.15,-19.136
1,2,Transit,12.718092,3.5E-05,-3.5E-05,0.094,,,2.33,1.03,-1.03,,,,,,,,,,,,,,,,,,4699,200,-200,0.67,0.29,-0.29,,,,,,,,4.63,0.3,-0.3,,,,,,,,,,
1,2,Transit,36.065978,0.000133,-0.000133,0.189,,,2.57,1.11,-1.11,,,,,,,,,,,,,,,,,,4699,200,-200,0.67,0.29,-0.29,,,,,,,,4.63,0.3,-0.3,,,,,,,,,,
1,2,Transit,8.20395,2E-05,-2E-05,0.075,,,2.61,1.6,-1.6,,,,,,,,,,,,,,,,,,5020,200,-200,0.85,0.52,-0.52,,,,,,,,4.49,0.3,-0.3,,,,,,,,600.241,11.342,-10.936
1,2,Transit,14.496481,8.3E-05,-8.3E-05,0.109,,,2,1.23,-1.23,,,,,,,,,,,,,,,,,,5020,200,-200,0.85,0.52,-0.52,,,,,,,,4.49,0.3,-0.3,,,,,,,,600.241,11.342,-10.936
1,2,Transit,5.715442,1.1E-05,-1.1E-05,0.062,,,2.45,1.16,-1.16,,,,,,,,,,,,,,,,,,5228,200,-200,0.84,0.4,-0.4,,,,,,,,4.57,0.3,-0.3,,,,,,,,693.86,9.796,-9.532
1,2,Transit,20.026218,0.000163,-0.000163,0.142,,,1.99,0.97,-0.97,,,,,,,,,,,,,,,,,,5228,200,-200,0.84,0.4,-0.4,,,,,,,,4.57,0.3,-0.3,,,,,,,,693.86,9.796,-9.532
